claim_id,estimate_id,estimate_date,estimate_source,third_party_id,estimate_type,estimate_amount,building_amount,contents_amount,other_structures_amount,loss_of_use_amount,estimate_status,estimate_description
CLM00933,EST0002517,2022-10-16,Carrier,,Initial,22800,19304,965,71,2460,Final,Initial carrier estimate following inspection and scope review.
CLM00933,EST0002518,2022-10-12,Roofer,TP00033,Roofer Estimate,24000,20794,618,1662,926,Under Review,Estimate submitted by involved roofer.
CLM00934,EST0002519,2023-07-16,Carrier,,Initial,8100,6352,720,148,880,Final,Initial carrier estimate following inspection and scope review.
CLM00934,EST0002520,2023-07-24,Roofer,TP00036,Roofer Estimate,13300,11195,941,972,192,Under Review,Estimate submitted by involved roofer.
CLM00935,EST0002521,2023-01-30,Carrier,,Initial,48200,37407,4190,928,5675,Final,Initial carrier estimate following inspection and scope review.
CLM00935,EST0002522,2023-02-18,Roofer,TP00028,Roofer Estimate,48600,41959,1916,3191,1534,Under Review,Estimate submitted by involved roofer.
CLM00936,EST0002523,2024-10-20,Carrier,,Initial,46000,33601,3197,975,8227,Superseded,Initial carrier estimate following inspection and scope review.
CLM00936,EST0002524,2024-11-05,Roofer,TP00036,Roofer Estimate,51900,39037,3105,3306,6452,Partially Accepted,Estimate submitted by involved roofer.
CLM00936,EST0002525,2024-10-27,Public Adjuster,TP00066,Public Adjuster Estimate,63200,52935,4267,1758,4240,Accepted,Estimate package submitted by public adjuster.
CLM00936,EST0002526,2024-12-08,Carrier,TP00036,Revised,66400,54902,7243,4323,0,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00937,EST0002527,2024-06-13,Carrier,,Initial,108800,91345,5185,8399,3871,Superseded,Initial carrier estimate following inspection and scope review.
CLM00937,EST0002528,2024-06-19,Electrician,TP00090,Electrician Estimate,203900,180923,15504,9323,0,Partially Accepted,Estimate submitted by involved electrician.
CLM00937,EST0002529,2024-09-14,Carrier,TP00090,Supplement,228300,199121,13608,3447,12124,Under Review,Revised estimate created following scope reconciliation.
CLM00937,EST0002530,2024-08-01,General Contractor,,Supplement,285300,238402,9556,12092,25250,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00938,EST0002531,2024-09-29,Carrier,,Initial,21000,15985,1339,291,3385,Final,Initial carrier estimate following inspection and scope review.
CLM00938,EST0002532,2024-10-09,General Contractor,TP00056,General Contractor Estimate,24800,21986,904,1089,821,Under Review,Estimate submitted by involved general contractor.
CLM00938,EST0002533,2024-10-15,Public Adjuster,TP00071,Public Adjuster Estimate,36700,32459,1253,1791,1197,Partially Accepted,Estimate package submitted by public adjuster.
CLM00939,EST0002534,2022-09-24,Carrier,,Initial,18800,14499,1878,457,1966,Superseded,Initial carrier estimate following inspection and scope review.
CLM00939,EST0002535,2022-09-28,Plumber,TP00043,Plumber Estimate,21500,17676,1932,278,1614,Partially Accepted,Estimate submitted by involved plumber.
CLM00939,EST0002536,2022-10-06,Public Adjuster,TP00071,Public Adjuster Estimate,33600,28903,3282,1445,0,Partially Accepted,Estimate package submitted by public adjuster.
CLM00940,EST0002537,2024-06-06,Carrier,,Initial,42600,30809,2728,1113,7950,Superseded,Initial carrier estimate following inspection and scope review.
CLM00940,EST0002538,2024-06-05,Plumber,TP00039,Plumber Estimate,49600,36612,3919,1384,7685,Partially Accepted,Estimate submitted by involved plumber.
CLM00940,EST0002539,2024-07-20,General Contractor,,Supplement,53900,43454,4319,3690,2437,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00941,EST0002540,2022-11-20,Carrier,,Initial,18900,14777,1469,365,2289,Final,Initial carrier estimate following inspection and scope review.
CLM00941,EST0002541,2022-11-30,Electrician,TP00089,Electrician Estimate,19800,17269,1361,1142,28,Under Review,Estimate submitted by involved electrician.
CLM00942,EST0002542,2022-07-29,Carrier,,Initial,23200,19439,1918,782,1061,Superseded,Initial carrier estimate following inspection and scope review.
CLM00942,EST0002543,2022-08-07,Roofer,TP00027,Roofer Estimate,21000,15178,483,1221,4118,Partially Accepted,Estimate submitted by involved roofer.
CLM00943,EST0002544,2023-01-24,Carrier,,Initial,22100,17196,1478,703,2723,Final,Initial carrier estimate following inspection and scope review.
CLM00943,EST0002545,2023-02-10,General Contractor,TP00050,General Contractor Estimate,21000,18803,1520,1309,0,Under Review,Estimate submitted by involved general contractor.
CLM00943,EST0002546,2023-02-11,Public Adjuster,TP00070,Public Adjuster Estimate,40100,35181,821,1877,2221,Under Review,Estimate package submitted by public adjuster.
CLM00944,EST0002547,2023-07-12,Carrier,,Initial,34800,28195,748,2281,3576,Final,Initial carrier estimate following inspection and scope review.
CLM00944,EST0002548,2023-07-19,Plumber,TP00040,Plumber Estimate,43900,38140,1797,225,3738,Under Review,Estimate submitted by involved plumber.
CLM00945,EST0002549,2023-09-15,Carrier,,Initial,18400,14576,490,758,2576,Final,Initial carrier estimate following inspection and scope review.
CLM00945,EST0002550,2023-10-06,General Contractor,TP00057,General Contractor Estimate,24700,19568,1458,475,3199,Under Review,Estimate submitted by involved general contractor.
CLM00945,EST0002551,2023-10-07,Public Adjuster,TP00066,Public Adjuster Estimate,26800,22913,1120,1981,786,Partially Accepted,Estimate package submitted by public adjuster.
CLM00946,EST0002552,2025-01-11,Carrier,,Initial,29000,21617,2838,2211,2334,Superseded,Initial carrier estimate following inspection and scope review.
CLM00946,EST0002553,2025-01-25,Electrician,TP00092,Electrician Estimate,34200,28203,1177,447,4373,Partially Accepted,Estimate submitted by involved electrician.
CLM00947,EST0002554,2025-08-08,Carrier,,Initial,16000,13903,746,472,879,Final,Initial carrier estimate following inspection and scope review.
CLM00948,EST0002555,2023-09-15,Carrier,,Initial,22000,16407,2149,857,2587,Superseded,Initial carrier estimate following inspection and scope review.
CLM00948,EST0002556,2023-09-20,Plumber,TP00039,Plumber Estimate,27100,22645,1688,214,2553,Partially Accepted,Estimate submitted by involved plumber.
CLM00949,EST0002557,2023-10-11,Carrier,,Initial,25300,21697,1191,1679,733,Superseded,Initial carrier estimate following inspection and scope review.
CLM00949,EST0002558,2023-10-19,General Contractor,TP00055,General Contractor Estimate,25100,22556,2365,690,0,Partially Accepted,Estimate submitted by involved general contractor.
CLM00950,EST0002559,2025-03-02,Carrier,,Initial,18200,13513,1304,377,3006,Final,Initial carrier estimate following inspection and scope review.
CLM00951,EST0002560,2024-10-26,Carrier,,Initial,49700,43896,4381,2025,0,Final,Initial carrier estimate following inspection and scope review.
CLM00951,EST0002561,2024-10-27,Roofer,TP00037,Roofer Estimate,46200,35920,3688,1234,5358,Under Review,Estimate submitted by involved roofer.
CLM00952,EST0002562,2023-09-04,Carrier,,Initial,30400,23631,2540,1433,2796,Final,Initial carrier estimate following inspection and scope review.
CLM00953,EST0002563,2025-03-22,Carrier,,Initial,28100,21848,1842,1991,2419,Final,Initial carrier estimate following inspection and scope review.
CLM00953,EST0002564,2025-03-20,Plumber,TP00039,Plumber Estimate,35800,30497,1007,1858,2438,Under Review,Estimate submitted by involved plumber.
CLM00954,EST0002565,2025-04-15,Carrier,,Initial,44700,36135,4046,2234,2285,Superseded,Initial carrier estimate following inspection and scope review.
CLM00954,EST0002566,2025-04-18,Plumber,TP00040,Plumber Estimate,58500,45654,6163,1758,4925,Partially Accepted,Estimate submitted by involved plumber.
CLM00954,EST0002567,2025-06-29,General Contractor,,Revised,64400,50603,2427,2684,8686,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00955,EST0002568,2023-09-05,Carrier,,Initial,35100,28042,981,2781,3296,Final,Initial carrier estimate following inspection and scope review.
CLM00955,EST0002569,2023-09-28,Roofer,TP00035,Roofer Estimate,37800,28830,3182,2577,3211,Under Review,Estimate submitted by involved roofer.
CLM00956,EST0002570,2025-03-20,Carrier,,Initial,22000,19653,1848,1160,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00956,EST0002571,2025-04-06,Roofer,TP00026,Roofer Estimate,39600,31488,1804,209,6099,Partially Accepted,Estimate submitted by involved roofer.
CLM00956,EST0002572,2025-05-18,General Contractor,,Supplement,43900,37637,1643,2307,2313,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00957,EST0002573,2022-07-20,Carrier,,Initial,11600,9131,1033,110,1326,Superseded,Initial carrier estimate following inspection and scope review.
CLM00957,EST0002574,2022-08-09,Roofer,TP00035,Roofer Estimate,12400,10671,881,641,207,Partially Accepted,Estimate submitted by involved roofer.
CLM00957,EST0002575,2022-10-10,General Contractor,TP00035,Supplement,13400,11452,594,423,931,Under Review,Supplemental estimate received with additional repair line items.
CLM00957,EST0002576,2022-09-01,Carrier,,Supplement,14600,12150,801,239,1410,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00958,EST0002577,2024-01-01,Carrier,,Initial,9400,7846,1093,395,66,Final,Initial carrier estimate following inspection and scope review.
CLM00959,EST0002578,2022-11-02,Carrier,,Initial,42300,34308,2737,560,4695,Superseded,Initial carrier estimate following inspection and scope review.
CLM00959,EST0002579,2022-11-04,Roofer,TP00033,Roofer Estimate,48900,40566,3062,1345,3927,Partially Accepted,Estimate submitted by involved roofer.
CLM00960,EST0002580,2022-10-26,Carrier,,Initial,30400,23627,796,59,5918,Final,Initial carrier estimate following inspection and scope review.
CLM00960,EST0002581,2022-10-30,General Contractor,TP00053,General Contractor Estimate,39500,29908,4531,3134,1927,Under Review,Estimate submitted by involved general contractor.
CLM00961,EST0002582,2023-06-15,Carrier,,Initial,22700,17521,2213,1305,1661,Superseded,Initial carrier estimate following inspection and scope review.
CLM00961,EST0002583,2023-06-10,Electrician,TP00090,Electrician Estimate,31700,26375,3245,2221,0,Partially Accepted,Estimate submitted by involved electrician.
CLM00962,EST0002584,2022-09-08,Carrier,,Initial,12900,10293,1217,105,1285,Final,Initial carrier estimate following inspection and scope review.
CLM00962,EST0002585,2022-09-24,Plumber,TP00045,Plumber Estimate,12500,9495,421,971,1613,Under Review,Estimate submitted by involved plumber.
CLM00963,EST0002586,2024-05-15,Carrier,,Initial,19500,17076,1027,960,437,Superseded,Initial carrier estimate following inspection and scope review.
CLM00963,EST0002587,2024-05-23,Roofer,TP00026,Roofer Estimate,29300,25923,2546,289,542,Partially Accepted,Estimate submitted by involved roofer.
CLM00963,EST0002588,2024-06-26,General Contractor,TP00026,Supplement,31000,22423,913,1344,6320,Under Review,Updated estimate following reinspection and documentation review.
CLM00963,EST0002589,2024-08-02,General Contractor,TP00026,Revised,34000,30006,710,667,2617,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00964,EST0002590,2024-02-22,Carrier,,Initial,30000,22609,3583,874,2934,Final,Initial carrier estimate following inspection and scope review.
CLM00964,EST0002591,2024-02-28,General Contractor,TP00049,General Contractor Estimate,33900,24976,2198,1522,5204,Under Review,Estimate submitted by involved general contractor.
CLM00965,EST0002592,2023-02-07,Carrier,,Initial,20900,18029,579,160,2132,Final,Initial carrier estimate following inspection and scope review.
CLM00965,EST0002593,2023-02-07,Roofer,TP00037,Roofer Estimate,21600,17324,854,1296,2126,Under Review,Estimate submitted by involved roofer.
CLM00966,EST0002594,2024-08-22,Carrier,,Initial,12700,9586,667,183,2264,Final,Initial carrier estimate following inspection and scope review.
CLM00966,EST0002595,2024-08-20,General Contractor,TP00054,General Contractor Estimate,12700,9227,505,45,2923,Under Review,Estimate submitted by involved general contractor.
CLM00966,EST0002596,2024-08-20,Public Adjuster,TP00069,Public Adjuster Estimate,22900,16842,2658,301,3099,Accepted,Estimate package submitted by public adjuster.
CLM00967,EST0002597,2024-02-23,Carrier,,Initial,39400,29449,4087,2458,3406,Final,Initial carrier estimate following inspection and scope review.
CLM00967,EST0002598,2024-03-03,Roofer,TP00037,Roofer Estimate,42300,31949,3650,1697,5004,Under Review,Estimate submitted by involved roofer.
CLM00968,EST0002599,2025-04-01,Carrier,,Initial,28000,21169,956,938,4937,Final,Initial carrier estimate following inspection and scope review.
CLM00968,EST0002600,2025-04-03,General Contractor,TP00055,General Contractor Estimate,35600,31501,3804,2549,0,Under Review,Estimate submitted by involved general contractor.
CLM00969,EST0002601,2025-07-15,Carrier,,Initial,3500,3129,406,126,0,Final,Initial carrier estimate following inspection and scope review.
CLM00969,EST0002602,2025-07-23,General Contractor,TP00057,General Contractor Estimate,4100,3598,444,150,0,Under Review,Estimate submitted by involved general contractor.
CLM00970,EST0002603,2024-11-03,Carrier,,Initial,51400,43765,1821,600,5214,Final,Initial carrier estimate following inspection and scope review.
CLM00970,EST0002604,2024-11-13,Roofer,TP00026,Roofer Estimate,49100,36482,5538,3739,3341,Under Review,Estimate submitted by involved roofer.
CLM00970,EST0002605,2024-11-12,Public Adjuster,TP00070,Public Adjuster Estimate,82900,63852,6671,2756,9621,Partially Accepted,Estimate package submitted by public adjuster.
CLM00971,EST0002606,2022-08-18,Carrier,,Initial,32400,26397,1524,641,3838,Superseded,Initial carrier estimate following inspection and scope review.
CLM00971,EST0002607,2022-08-29,Plumber,TP00041,Plumber Estimate,39200,29641,3105,1556,4898,Partially Accepted,Estimate submitted by involved plumber.
CLM00971,EST0002608,2022-10-01,Plumber,TP00041,Revised,46300,35169,2660,2603,5868,Under Review,Revised estimate created following scope reconciliation.
CLM00971,EST0002609,2022-11-12,General Contractor,,Revised,56900,48304,2990,130,5476,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00972,EST0002610,2024-10-15,Carrier,,Initial,82200,62046,5912,58,14184,Superseded,Initial carrier estimate following inspection and scope review.
CLM00972,EST0002611,2024-11-01,Roofer,TP00033,Roofer Estimate,78800,68379,7981,6238,0,Partially Accepted,Estimate submitted by involved roofer.
